id,title,category,mode,kind,family_id,variant,status,size,model,requires,prompt
portrait-team-portraits-quiet,团队头像系统 · 克制留白,portrait,generate,variation,portrait-team-portraits,quiet,prompt-only,1024x1536,flare,0,"任务：创作一张完整图像。
主体与场景：四位不同外貌的虚构成年团队成员头像，着装简洁。
构图与视觉：四格网格，统一肩部以上裁切、光位与背景。
必须遵守：四人面部各自独立，不混合五官，不添加姓名。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：人物比例、手部结构、服装连贯性、肤色和光线。不添加未要求的水印或署名。"
portrait-team-portraits-presentation,团队头像系统 · 演示使用,portrait,generate,variation,portrait-team-portraits,presentation,prompt-only,1024x1536,flare,0,"任务：创作一张完整图像。
主体与场景：四位不同外貌的虚构成年团队成员头像，着装简洁。
构图与视觉：四格网格，统一肩部以上裁切、光位与背景。
必须遵守：四人面部各自独立，不混合五官，不添加姓名。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：人物比例、手部结构、服装连贯性、肤色和光线。不添加未要求的水印或署名。"
portrait-team-portraits-print,团队头像系统 · 印刷审阅,portrait,generate,variation,portrait-team-portraits,print,prompt-only,1024x1536,flare,0,"任务：创作一张完整图像。
主体与场景：四位不同外貌的虚构成年团队成员头像，着装简洁。
构图与视觉：四格网格，统一肩部以上裁切、光位与背景。
必须遵守：四人面部各自独立，不混合五官，不添加姓名。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：人物比例、手部结构、服装连贯性、肤色和光线。不添加未要求的水印或署名。"
portrait-team-portraits-accessible,团队头像系统 · 清晰辨识,portrait,generate,variation,portrait-team-portraits,accessible,prompt-only,1024x1536,flare,0,"任务：创作一张完整图像。
主体与场景：四位不同外貌的虚构成年团队成员头像，着装简洁。
构图与视觉：四格网格，统一肩部以上裁切、光位与背景。
必须遵守：四人面部各自独立，不混合五官，不添加姓名。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：人物比例、手部结构、服装连贯性、肤色和光线。不添加未要求的水印或署名。"
portrait-team-portraits-balanced,团队头像系统 · 均衡层次,portrait,generate,variation,portrait-team-portraits,balanced,prompt-only,1024x1536,flare,0,"任务：创作一张完整图像。
主体与场景：四位不同外貌的虚构成年团队成员头像，着装简洁。
构图与视觉：四格网格，统一肩部以上裁切、光位与背景。
必须遵守：四人面部各自独立，不混合五官，不添加姓名。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：人物比例、手部结构、服装连贯性、肤色和光线。不添加未要求的水印或署名。"
portrait-team-portraits-clean,团队头像系统 · 干净收尾,portrait,generate,variation,portrait-team-portraits,clean,prompt-only,1024x1536,flare,0,"任务：创作一张完整图像。
主体与场景：四位不同外貌的虚构成年团队成员头像，着装简洁。
构图与视觉：四格网格，统一肩部以上裁切、光位与背景。
必须遵守：四人面部各自独立，不混合五官，不添加姓名。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：人物比例、手部结构、服装连贯性、肤色和光线。不添加未要求的水印或署名。"
landscape-alpine-lake,高山湖泊,landscape,generate,original,landscape-alpine-lake,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-editorial,高山湖泊 · 编辑精选,landscape,generate,variation,landscape-alpine-lake,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-thumbnail,高山湖泊 · 缩略图优先,landscape,generate,variation,landscape-alpine-lake,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-detail,高山湖泊 · 细节呈现,landscape,generate,variation,landscape-alpine-lake,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-quiet,高山湖泊 · 克制留白,landscape,generate,variation,landscape-alpine-lake,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-presentation,高山湖泊 · 演示使用,landscape,generate,variation,landscape-alpine-lake,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-print,高山湖泊 · 印刷审阅,landscape,generate,variation,landscape-alpine-lake,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-accessible,高山湖泊 · 清晰辨识,landscape,generate,variation,landscape-alpine-lake,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-balanced,高山湖泊 · 均衡层次,landscape,generate,variation,landscape-alpine-lake,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-alpine-lake-clean,高山湖泊 · 干净收尾,landscape,generate,variation,landscape-alpine-lake,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：清晨高山湖泊，远处雪山与前景松枝。
构图与视觉：宽景，水面保留少量涟漪，冷暖光细微交界。
必须遵守：倒影对应实际山形，不增加无来源建筑。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley,雨后巷道,landscape,generate,original,landscape-rain-alley,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-editorial,雨后巷道 · 编辑精选,landscape,generate,variation,landscape-rain-alley,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-thumbnail,雨后巷道 · 缩略图优先,landscape,generate,variation,landscape-rain-alley,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-detail,雨后巷道 · 细节呈现,landscape,generate,variation,landscape-rain-alley,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-quiet,雨后巷道 · 克制留白,landscape,generate,variation,landscape-rain-alley,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-presentation,雨后巷道 · 演示使用,landscape,generate,variation,landscape-rain-alley,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-print,雨后巷道 · 印刷审阅,landscape,generate,variation,landscape-rain-alley,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-accessible,雨后巷道 · 清晰辨识,landscape,generate,variation,landscape-rain-alley,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-balanced,雨后巷道 · 均衡层次,landscape,generate,variation,landscape-rain-alley,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-rain-alley-clean,雨后巷道 · 干净收尾,landscape,generate,variation,landscape-rain-alley,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：雨后的安静石板巷道，暖色窗光与湿润地面。
构图与视觉：视线延伸至远处拐角，纪实旅行摄影。
必须遵守：建筑垂直线合理，地面反光不过度镜面化。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast,海边公路,landscape,generate,original,landscape-coast,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-editorial,海边公路 · 编辑精选,landscape,generate,variation,landscape-coast,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-thumbnail,海边公路 · 缩略图优先,landscape,generate,variation,landscape-coast,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-detail,海边公路 · 细节呈现,landscape,generate,variation,landscape-coast,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-quiet,海边公路 · 克制留白,landscape,generate,variation,landscape-coast,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-presentation,海边公路 · 演示使用,landscape,generate,variation,landscape-coast,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-print,海边公路 · 印刷审阅,landscape,generate,variation,landscape-coast,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-accessible,海边公路 · 清晰辨识,landscape,generate,variation,landscape-coast,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-balanced,海边公路 · 均衡层次,landscape,generate,variation,landscape-coast,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-coast-clean,海边公路 · 干净收尾,landscape,generate,variation,landscape-coast,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：蜿蜒于岩岸的海边公路，海水由浅青渐变为深蓝。
构图与视觉：高处斜俯视，午后清晰光照。
必须遵守：道路连续，无不合理交叉，不添加文字地图标签。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest,林间步道,landscape,generate,original,landscape-forest,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-editorial,林间步道 · 编辑精选,landscape,generate,variation,landscape-forest,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-thumbnail,林间步道 · 缩略图优先,landscape,generate,variation,landscape-forest,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-detail,林间步道 · 细节呈现,landscape,generate,variation,landscape-forest,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-quiet,林间步道 · 克制留白,landscape,generate,variation,landscape-forest,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-presentation,林间步道 · 演示使用,landscape,generate,variation,landscape-forest,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-print,林间步道 · 印刷审阅,landscape,generate,variation,landscape-forest,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-accessible,林间步道 · 清晰辨识,landscape,generate,variation,landscape-forest,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-balanced,林间步道 · 均衡层次,landscape,generate,variation,landscape-forest,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-forest-clean,林间步道 · 干净收尾,landscape,generate,variation,landscape-forest,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：薄雾中的林间木栈道，苔藓与蕨类层层分布。
构图与视觉：低机位，前中后景明确，散射晨光。
必须遵守：木板连接合理，雾不掩盖全部细节。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-night-sky,星空营地,landscape,generate,original,landscape-night-sky,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：开阔高原上一顶暖光帐篷，天空有自然密度的星点。
构图与视觉：广角夜景，帐篷占画面下方小部分。
必须遵守：不把月亮和星空曝光做成白昼，不宣称真实天文观测。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-night-sky-editorial,星空营地 · 编辑精选,landscape,generate,variation,landscape-night-sky,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：开阔高原上一顶暖光帐篷，天空有自然密度的星点。
构图与视觉：广角夜景，帐篷占画面下方小部分。
必须遵守：不把月亮和星空曝光做成白昼，不宣称真实天文观测。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-night-sky-thumbnail,星空营地 · 缩略图优先,landscape,generate,variation,landscape-night-sky,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：开阔高原上一顶暖光帐篷，天空有自然密度的星点。
构图与视觉：广角夜景，帐篷占画面下方小部分。
必须遵守：不把月亮和星空曝光做成白昼，不宣称真实天文观测。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-night-sky-detail,星空营地 · 细节呈现,landscape,generate,variation,landscape-night-sky,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：开阔高原上一顶暖光帐篷，天空有自然密度的星点。
构图与视觉：广角夜景，帐篷占画面下方小部分。
必须遵守：不把月亮和星空曝光做成白昼，不宣称真实天文观测。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
landscape-night-sky-quiet,星空营地 · 克制留白,landscape,generate,variation,landscape-night-sky,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：开阔高原上一顶暖光帐篷，天空有自然密度的星点。
构图与视觉：广角夜景，帐篷占画面下方小部分。
必须遵守：不把月亮和星空曝光做成白昼，不宣称真实天文观测。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：空间深度、自然光方向、地形合理性。不添加未要求的水印或署名。"
